id,competency_id,competency_name,learner_outcome_id,name,description,example,progression_level_1_emerging,progression_level_2_developing,progression_level_3_proficient,progression_level_4_applying
OT.Crit.1.c,OT.Crit.1,Interpreting Information,OT,Information management,"How you collect, organize, store, and retrieve data influences your ability to communicate a clear and accurate understanding. Well-organized data is easy to access, interpret and apply.","A student project on the 1853 Yellow Fever epidemic compiles data on water quality spanning over a century. The student organizes this historical information in a spreadsheet according to different dimensions of the data—location, flow rate, disease concentration—in order to more easily access, analyze, and model the course of the epidemic.",I can capture information that I find so that I might use it in the future.,"I can use a strategy to support effectively organizing, managing, and analyzing information (e.g., spreadsheets, flow charts, etc.).","I determine context-appropriate strategies to support effectively organizing, managing, and analyzing information (e.g., spreadsheets for data, or flow charts for qualitative information).",I determine context-appropriate strategies and adapt them as needed to suit both the information in this specific context and my purpose.
OT.Crit.2.a,OT.Crit.2,Logical Thinking,OT,Language and evidence,"Learners analyze and evaluate the logic and language in their own and others’ arguments. They identify and critique viewpoints and assumptions, able to understand and discuss complex ideas clearly.","Students study historical protests to assess both sides of an issue, and protest movements’ short-term and long-term effectiveness.",I can describe language choices and supporting evidence within others’ arguments.,"I can describe logical connections and potential contexts, perspectives, assumptions within arguments and supporting evidence.","I analyze, evaluate, compare, and critique logic, language, context, perspectives, and assumptions within my own and others’ arguments and supporting evidence.","I clearly describe the impact of specific logic, language, contexts, perspectives, and assumptions within my own and others’ arguments and supporting evidence."
OT.Crit.2.b,OT.Crit.2,Logical Thinking,OT,Identifying bias,"Students thoroughly evaluate the authenticity and credibility of resources and arguments, identifying potential biases that could affect information reliability.","A student working on a project about the costs-benefits of fossil fuels and renewable energy sources finds that several articles were funded by oil companies, while others were written by climate activists. Recognizing the potential biases of both groups, the student weighs the content more critically and strives to develop a balanced perspective.",I can name what I see as bias in a claim when evaluating its credibility.,I can examine the reliability and credibility of claims when evaluating them for precision/accuracy.,"I evaluate the authenticity, credibility, and potential biases of resources and arguments (whether scientific, technical, historical, etc.).","I determine the strengths and weaknesses of claims, resources, and arguments by describing their evidence, assertions, assumptions, and potential biases."
OT.Crit.2.c,OT.Crit.2,Logical Thinking,OT,Contextualizing my perspective,Learners reflect on how their own personal experiences shape their views on various topics. A student able to contextualize their own perspective will understand how their background influences their perceptions.,"A student creates a city budget for a civics project. They consider competing interests, distribute available resources, and explain why they made their decisions. In their analysis, the student recognizes their personal biases regarding certain spending policies, such as funding sidewalk repair in their own neighborhood versus road maintenance downtown, and develops a final budget that weighs competing priorities strategically.","I can tell a story of my lived experiences that is connected to an idea, challenge, or question about which I am thinking.","I can describe how my lived experiences are impacting my thinking about an idea, challenge, or question.","I identify and analyze how my lived experiences impact my thinking about an idea, challenge, or question.","I evaluate how my lived experiences impact my thinking about an idea, challenge, or question in order to interrogate my own biases."
OT.Crit.2.d,OT.Crit.2,Logical Thinking,OT,Testing my perspective,Students actively seek out and consider differing viewpoints to challenge and enhance their thinking. This process highlights the value of diverse opinions in refining their logic and reasoning.,"As part of an activity exploring ways to spend surplus school funds, students propose programs and evaluate proposals from their peers. One student proposes repainting the basketball court, replacing old equipment, and funding a freshman team. A different student proposes reinstating an expanded free lunch program. Both students make effective cases and include personal experience. Understanding how each program will impact the school community, the students come to agree that nutrition is part of a strong commitment to athletics, and together decide that the lunch program will benefit athletes and nonathletes alike.",I can identify ideas that compete with my own ideas/experience and explain how they differ.,I can identify ideas or perspectives that compete with my own ideas/experience in order to test my thinking.,I intentionally identify ideas or perspectives that compete with my own ideas/experience in order to test my thinking and explain what effect that has on my original reasoning.,"I intentionally identify multiple differing ideas or perspectives that compete with my own ideas/experience, and analyze how that range of thinking pushes and expands my original reasoning."
OT.Crit.2.e,OT.Crit.2,Logical Thinking,OT,Recognizing patterns,"Learners actively search for and analyze patterns in information, helping them understand broader concepts.","A student working on a project about urban development finds several sources of data that show cities with more parks and green areas have better air quality, regardless of population or building density. Noticing this pattern, they look at zoning policies in the cities they are studying, and determine a population-to-acreage ratio that balances air quality with development priorities.",I can describe a given pattern in qualitative and quantitative information.,I can recognize and describe patterns in sets of qualitative and quantitative information.,I look for and identify patterns in information to identify key components of the possible reasoning(s) behind an idea.,I evaluate patterns in information to describe their connections to and impacts on an idea.
OT.Crit.3.a,OT.Crit.3,Synthesis,OT,Making connections,"Learners not only link ideas from different sources but also integrate these connections into their existing knowledge base, leading to novel insights and connections.","A learner says, “This idea from source A fits with what we learned from source B, and here’s how it changes my current perspective and understanding of the topic.”","I can identify and explain my thoughts, beliefs, and ideas while using related information to support my thinking.","I can evaluate my thoughts, beliefs, and ideas by comparing them to relevant and connected information and perspectives.",I create new connections between my ideas and the ideas of others to refine and extend my understanding of a topic.,"I synthesize connections between my ideas and the ideas of others in order to extend my understanding of a topic, and propose a unique conclusion or hypothesis."
OT.Crit.3.b,OT.Crit.3,Synthesis,OT,Analyzing contradiction,"Students move beyond merely identifying differences to critically analyzing and debating these contradictions. They can articulate why contradictions exist, what they mean, and how they can present an opportunity for deeper understanding or new perspectives.","A proficient student might argue, “I noticed these two authors have opposing views on this issue. Here’s what each believes, why they might disagree, and what I think based on their arguments.”",I can identify details that make others’ ideas and/or perspectives contradictory.,I can recognize and describe details that make my and others’ ideas and/or perspectives contradictory.,"I critique details that make ideas and/or perspectives contradictory or inconsistent, and justify why I think so.","I critique details that make ideas and/or perspectives contradictory or inconsistent, and analyze the possible causes for the contradiction/ inconsistency."
OT.Crit.3.c,OT.Crit.3,Synthesis,OT,Understanding relationships,"Learners are able to identify and articulate the dynamic interplay between various ideas, concepts, or pieces of information. Success in this area means a student can outline how one idea influences or relates to another idea – including their own – and can discuss what that relationship means for understanding the broader topic.","A student might explain, “These two concepts seem unrelated at first, but here’s how one idea provides the foundation for the other, better informing my original idea and leading to a deeper understanding of the subject.”",I can identify related ideas.,I can convincingly describe the ways in which two ideas are and/or are not related.,I articulate and/or illustrate the relationships between my ideas and the ideas of others in order to propose new conclusions.,I articulate and/or illustrate the relationships between my ideas and the ideas of others in order to propose new thinking.
OT.PS.1.a,OT.PS.1,Problem Seeking,OT,Problem diagnosis,Learners understand that solving a problem requires a deep dive into the factors that drive the problem. They solicit and gather data that differentiates the symptoms—including their own experiences of the problem— and root causes.,"Students investigate the Salem Witch Trials, assessing how social, political, and religious factors fueled the hysteria. They explore scientific theories that suggest mold contamination in rye crops may have caused hallucinations in the young girls, leading to witchcraft accusations. By analyzing historical records and scientific data, students gain a nuanced understanding of the interplay between various factors in shaping historical events.",I can recognize that a situation might cause problems for myself and others.,I can name the ways in which a situation causes problems for myself and/or others.,I explain how a situation causes problems for myself and others by identifying the factors that drive the problem(s).,I solicit and gather data that differentiates the symptoms and root causes of an identified problem.
OT.PS.1.b,OT.PS.1,Problem Seeking,OT,Empathic Problem Analysis,Students prioritize the opinions of the people most affected by a problem when exploring the issues.,"In a social studies class, students study climate-induced displacement. They analyze ecological, logistical, and legal solutions for resettling displaced populations and compare these with insights from interviews with climate refugees. This approach helps students understand the differences between official policies and refugees’ needs by prioritizing the voices of those directly affected.",I can listen deeply when somebody is describing one of their problems to me in a way that helps me understand and feel empathy.,I can seek and understand the perspectives of affected people regarding the source and details of an issue.,I prioritize and accurately describe the opinions and perspectives of affected people when describing issues.,"I prioritize the opinions and perspectives of affected people when describing issues, and describe how those opinions and perspectives could/should inform potential solutions."
OT.PS.1.c,OT.PS.1,Problem Seeking,OT,Responsible engagement,"Before sharing ideas or acting on solutions, students consider ethical and practical implications. They examine the opportunities, challenges, and problems facing themselves and others. They carefully examine these implications beforehand and adjust their next steps accordingly.","As part of their service requirement, a high school student organizes a fundraising event for a local animal shelter. Initially, they consider hosting a bake sale, but realize it may exclude students with dietary restrictions and could contribute to unhealthy eating habits. After evaluating the ethical and practical implications, they decide to organize a pet photo booth instead, which is inclusive, promotes interaction with animals, and encourages donations in a fun and engaging way.",I can identify when I should not get involved in a given situation and/or when I can make a positive impact.,I can take responsibility for the ethical and practical implications of my ideas and actions.,"I consider the ethical and practical implications of my ideas and actions when looking at the opportunities, challenges, and problems facing myself and others before I share or act on them.","I consider the ethical and practical implications of my ideas and actions before I share or act on them, and adjust my next steps accordingly."
OT.PS.2.a,OT.PS.2,Problem Solving,OT,Creating solutions,Effective problem solving requires creating innovative solutions. Students learn to think outside the box and apply critical thinking to design better outcomes.,"A high school student researching fluid dynamics learns that their town's sewerage infrastructure is degraded, impeding water flow to homes. They research cutting edge systems in use in other towns, bringing their fluid dynamics knowledge to bear on how those systems may or may not fit their own town's needs. With that research in mind, the student designs a model for a new pipe and pump network and creates a presentation for their town council.",I can describe a strategy to create a solution to a given problem.,I can describe a number of potential options to create a solution to a given problem.,"I assess options and plan actions to create solutions by looking at evidence, the outcomes of past attempts to solve analogous problems, and the reasoned potential for impact.","I assess options and plan actions to create solutions by evaluating evidence that indicates the potential for impact, previous approaches and varied perspectives, and potential consequences, both intended and unintended."
OT.PS.2.b,OT.PS.2,Problem Solving,OT,Managing constraints,"By its very nature, problem solving involves pragmatic challenges. Overcoming constraints is crucial for success.","In a project developing a new packaging solution for snacks in the school cafeteria, a student faced strict environmental regulations and a limited budget. They managed these constraints by researching materials such as cornstarch and bamboo fibers available from a b-corp willing to sell to a school at a reduced price. By focusing on innovative solutions, the student ensured the project’s feasibility and sustainability.",I can identify and name criteria and/or constraints of a design problem that may limit possible solutions.,I can describe how criteria and/or constraints of a design problem may limit possible solutions.,"I clearly describe multiple criteria and constraints of design problems, including scientific knowledge and social, technical and/or environmental considerations, that may limit possible solutions.",I evaluate and describe how different solutions to design problems might be more or less ideal given existing resources and constraints.
OT.PS.2.c,OT.PS.2,Problem Solving,OT,Using design techniques,"Using design techniques in problem-solving emphasizes creativity, iteration, and responsiveness.","While working to improve their school's online student and parent portals, students interview peers and family members to ask why they do not use the portal to access information about academics, field trips, and other school events. Hearing that the portal is visually cluttered and confusing, the students brainstorm ideas, redesign the homepage, prototype their solutions, and ask for feedback. The student design group processes feedback and refines their design, undertaking multiple cycles until a majority of the school community are satisfied. This user-centered, hands-on approach ensures practical solutions and allows for continuous improvements, making the portal more accessible and effective for everyone.","I can describe the components, strengths, and primary uses of different problem-solving or design thinking frameworks.","I can identify when a problem-solving or design thinking framework would be useful in a given context or challenge, and describe how to start.","When appropriate, I initiate an explicit design process in collaboration with others and identify the most useful stage of the process to solve a problem or problems in a given situation.",I can translate the results of a design process into a plan of action.
OT.PS.2.d,OT.PS.2,Problem Solving,OT,Proposing improvements,Identifying areas for improvement and suggesting practical changes is key to problem solving.,"A student evaluates the nutritional aspects of their school’s lunch program, gathers information on how to revamp the menu within budget and regulatory constraints. They make recommendations for healthier, varied menu options. Once the changes are implemented, the student seeks feedback to understand which items are popular, which items should be removed from the menu, and how to develop new recipes that meet high standards of nutrition and tastiness.",I can describe the outcomes of strategies that have been tried to solve a given problem in the past.,I can predict the outcomes of potential new solutions to consider how approaches might be improved.,I observe the outcomes of new solutions to develop refinements and/or additional/alternate approaches that might further improve a situation.,I evaluate the positive and negative outcomes of new solutions to propose optimum strategies for how refinements and/or additional/alternate approaches might further improve a situation.
